iter	MultiClass
762	0.1137064293
763	0.1136047716
764	0.1133720049
765	0.1131646538
766	0.1129564863
767	0.1127831681
768	0.1125782509
769	0.1123515324
770	0.1122092324
771	0.1120481343
772	0.111765659
773	0.1116608935
774	0.1115132361
775	0.1113932232
776	0.1112338148
777	0.1109126089
778	0.1107784456
779	0.110676591
780	0.110569711
781	0.1104004915
782	0.1101611792
783	0.1100067926
784	0.1097324458
785	0.1094863449
786	0.1092890857
787	0.1091167971
788	0.1090144989
789	0.1088053505
790	0.1086590711
791	0.1085135198
792	0.1082810689
793	0.1081384036
794	0.1080237604
795	0.107789079
796	0.10769042
797	0.1075794698
798	0.1073946321
799	0.1071539062
800	0.1069644932
801	0.1068043165
802	0.106560607
803	0.1062756385
804	0.1059831453
805	0.1057927298
806	0.1056346722
807	0.1055388931
808	0.105367137
809	0.1051813627
810	0.1049983207
811	0.10478527
812	0.1045066963
813	0.1043908346
814	0.1042015769
815	0.1041228971
816	0.1038621166
817	0.1036586557
818	0.1034918917
819	0.1033714145
820	0.1032503201
821	0.1030178867
822	0.1028972534
823	0.1027490241
824	0.1025979259
825	0.1024447119
826	0.1023126662
827	0.1021357277
828	0.1018739895
829	0.1017247756
830	0.1014259276
831	0.1012053113
832	0.1010633328
833	0.1008953941
834	0.1007328923
835	0.1004528916
836	0.1002993093
837	0.1000800803
838	0.09990569959
839	0.09971838712
840	0.09954834138
841	0.09924546812
842	0.09920641084
843	0.09908211447
844	0.09891930032
845	0.09877013302
846	0.09854789215
847	0.09833933836
848	0.09816316231
849	0.09790805209
850	0.09777202969
851	0.09766473532
852	0.09750698155
853	0.09738012883
854	0.09725911673
855	0.09718402513
856	0.09694317011
857	0.09673429255
858	0.09654328288
859	0.09640009125
860	0.09622045686
861	0.09593846758
862	0.09579234039
863	0.09569428253
864	0.09559993828
865	0.0954802841
866	0.09533332285
867	0.09513735783
868	0.09497964063
869	0.09482310453
870	0.09469579955
871	0.09458731559
872	0.09442792158
873	0.09431867173
874	0.09422121698
875	0.09405693919
876	0.09389529878
877	0.0937155758
878	0.09354874164
879	0.09334064937
880	0.09325467929
881	0.09313456922
882	0.09298891839
883	0.09283033921
884	0.09265601941
885	0.09243944376
886	0.09233782357
887	0.092229338
888	0.0921177131
889	0.09193150659
890	0.09178830231
891	0.0916523577
892	0.09154500996
893	0.09139177392
894	0.091331913
895	0.09125664001
896	0.09106376574
897	0.09090407789
898	0.09079196267
899	0.09062990871
900	0.09050140554
901	0.09035357254
902	0.09028835962
903	0.09011620415
904	0.08991718663
905	0.08977526321
906	0.08966874662
907	0.08946712386
908	0.08932712073
909	0.0890881491
910	0.08889177633
911	0.08876562782
912	0.08862315143
913	0.08849735883
914	0.08832000938
915	0.08815170548
916	0.08806284244
917	0.08790573987
918	0.08782079206
919	0.08767388077
920	0.08756835598
921	0.08745751834
922	0.0872856305
923	0.08713968005
924	0.08695099336
925	0.0868217168
926	0.08668417775
927	0.08653858324
928	0.08647134506
929	0.08628715057
930	0.08614627277
931	0.08605732528
932	0.08591961366
933	0.08579719786
934	0.08571436325
935	0.08554585636
936	0.0853980107
937	0.08532642199
938	0.08519115836
939	0.08510434612
940	0.08497918445
941	0.0848739666
942	0.08473003644
943	0.08454251273
944	0.08438777128
945	0.08429441267
946	0.08417872961
947	0.08401210824
948	0.08393236054
949	0.08383322208
950	0.08367547273
951	0.08353282467
952	0.08343924204
953	0.0833537985
954	0.08325468647
955	0.08309776355
956	0.08296330691
957	0.08286051706
958	0.08271792616
959	0.08256450346
960	0.08249884409
961	0.08234323666
962	0.08225768493
963	0.08211360181
964	0.08203017685
965	0.08188235811
966	0.08173503251
967	0.08166298555
968	0.08158693856
969	0.08154763052
970	0.08139596776
971	0.08122163762
972	0.08114466549
973	0.08102569779
974	0.08094596471
975	0.08085586193
976	0.08068881753
977	0.08056445947
978	0.08050751572
979	0.0803910157
980	0.08033370154
981	0.08022180169
982	0.08012661223
983	0.0800411323
984	0.07988451844
985	0.07982054881
986	0.07975681948
987	0.07965955455
988	0.07950408554
989	0.07941652562
990	0.0792877416
991	0.07914113364
992	0.07902911406
993	0.07891913927
994	0.07877215271
995	0.07867945163
996	0.07858011646
997	0.07853332121
998	0.07844279674
999	0.07833322586
