iter	MultiClass
598	0.6765111068
599	0.6764043395
600	0.6762828821
601	0.6761923451
602	0.6759812499
603	0.675932305
604	0.6757295496
605	0.6755902743
606	0.6754733287
607	0.6753377253
608	0.675226896
609	0.6751481751
610	0.6749994939
611	0.6747118786
612	0.674490484
613	0.6742642185
614	0.67395893
615	0.673817378
616	0.6737578893
617	0.6736627723
618	0.6735652196
619	0.6733876455
620	0.6732099677
621	0.6730706694
622	0.672946299
623	0.6728055103
624	0.6725436756
625	0.6724592338
626	0.6723344009
627	0.671986055
628	0.6718983264
629	0.6718394228
630	0.671645592
631	0.671476254
632	0.6714055036
633	0.6712320646
634	0.671121946
635	0.6709717524
636	0.6709146717
637	0.6707315837
638	0.6706101243
639	0.6704994584
640	0.6703189081
641	0.6701611851
642	0.6699992829
643	0.6698879101
644	0.6695709447
645	0.6693636149
646	0.6692219776
647	0.6690561105
648	0.6689659103
649	0.6687582622
650	0.6686611215
651	0.6684823331
652	0.668310311
653	0.6681891306
654	0.6680354131
655	0.6677730623
656	0.6676027582
657	0.6675465829
658	0.6673568582
659	0.6672107335
660	0.6671417658
661	0.6669238519
662	0.6667967454
663	0.6666239498
664	0.666562729
665	0.6664939308
666	0.6663033465
667	0.6661790236
668	0.6660411479
669	0.6659040971
670	0.6657152522
671	0.6655946049
672	0.6654338413
673	0.6652815983
674	0.6651031948
675	0.6650248422
676	0.6649281162
677	0.6648326712
678	0.6646758862
679	0.6645753754
680	0.6643530191
681	0.66423015
682	0.6641353684
683	0.6640214763
684	0.6639051585
685	0.6637548585
686	0.6635941497
687	0.6634708264
688	0.6632828707
689	0.6631756132
690	0.663109422
691	0.6629032546
692	0.6626453219
693	0.6625570897
694	0.6624329209
695	0.6623541052
696	0.6621739675
697	0.662065108
698	0.6619423938
699	0.6618422856
700	0.6617665522
701	0.6616026491
702	0.6615055817
703	0.6613444514
704	0.6612695949
705	0.6612071483
706	0.6610446606
707	0.6609503805
708	0.6608346888
709	0.6607083613
710	0.6604462468
711	0.6603094707
712	0.6602662199
713	0.6601766409
714	0.66005736
715	0.6599372847
716	0.6598276751
717	0.6596790861
718	0.6595550555
719	0.6594334018
720	0.6593916635
721	0.6592455978
722	0.6591327588
723	0.6590580958
724	0.6590175009
725	0.6588580967
726	0.6586835458
727	0.6584818252
728	0.6583368964
729	0.6582178265
730	0.6581514645
731	0.6580227378
732	0.6578199473
733	0.6575847443
734	0.657453305
735	0.6571894087
736	0.6569806706
737	0.6568154992
738	0.6566752713
739	0.6564130243
740	0.6563269826
741	0.6561850545
742	0.6561255134
743	0.6559487553
744	0.6557114345
745	0.655616528
746	0.6554638562
747	0.655367033
748	0.655180679
749	0.6550310859
750	0.6548560184
751	0.6548126024
752	0.6546984223
753	0.6544191885
754	0.6542156477
755	0.6540359671
756	0.653986222
757	0.6539030873
758	0.6538008294
759	0.6536905254
760	0.6535673729
761	0.653486886
762	0.6533610217
763	0.6532595928
764	0.653045447
765	0.6528674458
766	0.652806069
767	0.6526318583
768	0.652509484
769	0.6523689569
770	0.652260017
771	0.6521090672
772	0.6517641081
773	0.6515901166
774	0.6514951664
775	0.6514314929
776	0.6512298145
777	0.6511158355
778	0.6508437078
779	0.6507251391
780	0.6506215854
781	0.6504212535
782	0.6500572502
783	0.649975939
784	0.6499193046
785	0.6497337448
786	0.6495788372
787	0.6493729951
788	0.6492948494
789	0.6491078589
790	0.6490382998
791	0.6488402769
792	0.6487518939
793	0.6485529973
794	0.6484623927
795	0.6483242179
796	0.6481465259
797	0.6478271778
798	0.6476912643
799	0.6475404876
800	0.6473820958
801	0.6473186559
802	0.6472046969
803	0.6471326563
804	0.6470045538
805	0.6468421948
806	0.6467349176
807	0.6466751221
808	0.6464602026
809	0.6462939206
810	0.6459799127
811	0.6458289268
812	0.6457187831
813	0.6455881671
814	0.6454523442
815	0.6453501668
816	0.6451697285
817	0.6449719455
818	0.6447139899
819	0.6445770443
820	0.6445515183
821	0.6443800471
822	0.644272055
823	0.6440298128
824	0.6438640772
825	0.643697803
826	0.643557195
827	0.6433540035
828	0.6432394674
829	0.6431035456
830	0.6430141471
831	0.6428718604
832	0.6427478515
833	0.6426674609
834	0.6425668588
835	0.6424940559
836	0.6423978211
837	0.6423380127
838	0.6421107451
839	0.6419995946
840	0.6418918733
841	0.6418048968
842	0.6416582198
843	0.6415111045
844	0.6414367511
845	0.6412367334
846	0.6411483261
847	0.6410694016
848	0.6409277415
849	0.6408266627
850	0.6407466374
851	0.6406408069
852	0.6404587206
853	0.6403696619
854	0.640231141
855	0.640108488
856	0.6399591653
857	0.6398015169
858	0.6396983925
859	0.6395368718
860	0.6394462897
861	0.6393964936
862	0.6392557102
863	0.6391840249
864	0.6389793619
865	0.6388138457
866	0.6386250008
867	0.6385098586
868	0.6383974122
869	0.6382853974
870	0.6381266212
871	0.6380793801
872	0.637950381
873	0.6378231697
874	0.6377045486
875	0.6375661603
876	0.6374683062
877	0.6373425841
878	0.6372432632
879	0.6370577765
880	0.6369341746
881	0.6367526472
882	0.6366293879
883	0.6364944837
884	0.6364223495
885	0.6360943619
886	0.6360344469
887	0.6358886369
888	0.635771532
889	0.6357177667
890	0.6355066599
891	0.6354269736
892	0.6353292173
893	0.6351782525
894	0.6350816896
895	0.6349912583
896	0.6348418307
897	0.634728338
898	0.6346311863
899	0.6344722774
900	0.6343841788
901	0.6342863077
902	0.6341226875
903	0.6340509252
904	0.6338632698
905	0.6337233342
906	0.6335883477
907	0.6334312946
908	0.6333275583
909	0.6332185234
910	0.632994605
911	0.6328595492
912	0.6327706893
913	0.6326628938
914	0.6325826788
915	0.6324052729
916	0.6322500262
917	0.6321124093
918	0.6320418855
919	0.6318343763
920	0.6316427426
921	0.6315492889
922	0.6313810328
923	0.6312471099
924	0.6310286824
925	0.6309863193
926	0.6308874516
927	0.6308369325
928	0.6306987901
929	0.6306029089
930	0.6305067158
931	0.6303481298
932	0.6302778749
933	0.6301491178
934	0.630042023
935	0.6299369571
936	0.6298413341
937	0.6297326232
938	0.6296390967
939	0.6295840201
940	0.629450834
941	0.6293643589
942	0.6292057419
943	0.6290839711
944	0.6289147528
945	0.6288748721
946	0.6287413618
947	0.6285976301
948	0.6284869212
949	0.6284497566
950	0.6282834524
951	0.6281493821
952	0.6280672824
953	0.6279736479
954	0.6279070882
955	0.627783877
956	0.6276784521
957	0.6275895075
958	0.6274705544
959	0.6273292027
960	0.6271215594
961	0.6269617969
962	0.626851115
963	0.6267184431
964	0.6266202608
965	0.6264916437
966	0.6263715448
967	0.6262998624
968	0.6261728445
969	0.6259959821
970	0.6258180231
971	0.6257309254
972	0.6255942072
973	0.6254214288
974	0.6253731791
975	0.6252421298
976	0.6250937951
977	0.6249830574
978	0.6248337731
979	0.624715478
980	0.6246515194
981	0.6244793551
982	0.6243102056
983	0.6242152672
984	0.624133773
985	0.6239255978
986	0.6238253407
987	0.6237165737
988	0.6236011481
989	0.6234584569
990	0.623341939
991	0.6232137719
992	0.6231335606
993	0.6230780395
994	0.6229251717
995	0.6227546148
996	0.6226711528
997	0.6225438222
998	0.622453249
999	0.6223397073
